Plugin ID,CVE,CVSS v2.0 Base Score,Risk,Host,Protocol,Port,Name,Synopsis,Description,Solution,See Also,Plugin Output
"24260","","","None","192.168.11.131","tcp","8282","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : no
Options allowed : GET, HEAD, POST, PUT, DELETE, OPTIONS
Headers :

  Server: Apache-Coyote/1.1
  Content-Type: text/html;charset=UTF-8
  Transfer-Encoding: chunked
  Date: Mon, 03 Feb 2025 16:18:39 GMT
  Connection: close
  
Response Body :




<!DOCTYPE html>
<html lang=""en"">
    <head>
        <meta charset=""UTF-8"" />
        <title>Apache Tomcat/8.0.33</title>
        <link href=""favicon.ico"" rel=""icon"" type=""image/x-icon"" />
        <link href=""favicon.ico"" rel=""shortcut icon"" type=""image/x-icon"" />
        <link href=""tomcat.css"" rel=""stylesheet"" type=""text/css"" />
    </head>

    <body>
        <div id=""wrapper"">
            <div id=""navigation"" class=""curved container"">
                <span id=""nav-home""><a href=""http://tomcat.apache.org/"">Home</a></span>
                <span id=""nav-hosts""><a href=""/docs/"">Documentation</a></span>
                <span id=""nav-config""><a href=""/docs/config/"">Configuration</a></span>
                <span id=""nav-examples""><a href=""/examples/"">Examples</a></span>
                <span id=""nav-wiki""><a href=""http://wiki.apache.org/tomcat/FrontPage"">Wiki</a></span>
                <span id=""nav-lists""><a href=""http://tomcat.apache.org/lists.html"">Mailing Lists</a></span>
                <span id=""nav-help""><a href=""http://tomcat.apache.org/findhelp.html"">Find Help</a></span>
                <br class=""separator"" />
            </div>
            <div id=""asf-box"">
                <h1>Apache Tomcat/8.0.33</h1>
            </div>
            <div id=""upper"" class=""curved container"">
                <div id=""congrats"" class=""curved container"">
                    <h2>If you're seeing this, you've successfully installed Tomcat. Congratulations!</h2>
                </div>
                <div id=""notice"">
                    <img src=""tomcat.png"" alt=""[tomcat logo]"" />
                    <div id=""tasks"">
                        <h3>Recommended Reading:</h3>
                        <h4><a href=""/docs/security-howto.html"">Security Considerations HOW-TO</a></h4>
                        <h4><a href=""/docs/manager-howto.html"">Manager Application HOW-TO</a></h4>
                        <h4><a href=""/docs/cluster-howto.html"">Clustering/Session Replication HOW-TO</a></h4>
                    </div>
                </div>
                <div id=""actions"">
                    <div class=""button"">
                        <a class=""container shadow"" href=""/manager/status""><span>Server Status</span></a>
                    </div>
                    <div class=""button"">
                        <a class=""container shadow"" href=""/manager/html""><span>Manager App</span></a>
                    </div>
                    <div class=""button"">
                        <a class=""container shadow"" href=""/host-manager/html""><span>Host Manager</span></a>
                    </div>
                </div>
                <!--
                <br class=""separator"" />
                -->
                <br class=""separator"" />
            </div>
            <div id=""middle"" class=""curved container"">
                <h3>Developer Quick Start</h3>
                <div class=""col25"">
                    <div class=""container"">
                        <p><a href=""/docs/setup.html"">Tomcat Setup</a></p>
                        <p><a href=""/docs/appdev/"">First Web Application</a></p>
                    </div>
                </div>
                <div class=""col25"">
                    <div class=""container"">
                        <p><a href=""/docs/realm-howto.html"">Realms &amp; AAA</a></p>
                        <p><a href=""/docs/jndi-datasource-examples-howto.html"">JDBC DataSources</a></p>
                    </div>
                </div>
                <div class=""col25"">
                    <div class=""container"">
                        <p><a href=""/examples/"">Examples</a></p>
                    </div>
                </div>
                <div class=""col25"">
                    <div class=""container"">
                        <p><a href=""http://wiki.apache.org/tomcat/Specifications"">Servlet Specifications</a></p>
                        <p><a href=""http://wiki.apache.org/tomcat/TomcatVersions"">Tomcat Versions</a></p>
                    </div>
                </div>
                <br class=""separator"" />
            </div>
            <div id=""lower"">
                <div id=""low-manage"" class="""">
                    <div class=""curved container"">
                        <h3>Managing Tomcat</h3>
                        <p>For security, access to the <a href=""/manager/html"">manager webapp</a> is restricted.
                        Users are defined in:</p>
                        <pre>$CATALINA_HOME/conf/tomcat-users.xml</pre>
                        <p>In Tomcat 8.0 access to the manager application is split between
                           different users. &nbsp; <a href=""/docs/manager-howto.html"">Read more...</a></p>
                        <br />
                        <h4><a href=""/docs/RELEASE-NOTES.txt"">Release Notes</a></h4>
                        <h4><a href=""/docs/changelog.html"">Changelog</a></h4>
                        <h4><a href=""http://tomcat.apache.org/migration.html"">Migration Guide</a></h4>
                        <h4><a href=""http://tomcat.apache.org/security.html"">Security Notices</a></h4>
                    </div>
                </div>
                <div id=""low-docs"" class="""">
                    <div class=""curved container"">
                        <h3>Documentation</h3>
                        <h4><a href=""/docs/"">Tomcat 8.0 Documentation</a></h4>
                        <h4><a href=""/docs/config/"">Tomcat 8.0 Configuration</a></h4>
                        <h4><a href=""http://wiki.apache.org/tomcat/FrontPage"">Tomcat Wiki</a></h4>
                        <p>Find additional important configuration information in:</p>
                        <pre>$CATALINA_HOME/RUNNING.txt</pre>
                        <p>Developers may be interested in:</p>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/bugreport.html"">Tomcat 8.0 Bug Database</a></li>
                            <li><a href=""/docs/api/index.html"">Tomcat 8.0 JavaDocs</a></li>
                            <li><a href=""http://svn.apache.org/repos/asf/tomcat/tc8.0.x/"">Tomcat 8.0 SVN Repository</a></li>
                        </ul>
                    </div>
                </div>
                <div id=""low-help"" class="""">
                    <div class=""curved container"">
                        <h3>Getting Help</h3>
                        <h4><a href=""http://tomcat.apache.org/faq/"">FAQ</a> and <a href=""http://tomcat.apache.org/lists.html"">Mailing Lists</a></h4>
                        <p>The following mailing lists are available:</p>
                        <ul>
                            <li id=""list-announce""><strong><a href=""http://tomcat.apache.org/lists.html#tomcat-announce"">tomcat-announce</a><br />
                                Important announcements, releases, security vulnerability notifications. (Low volume).</strong>
                            </li>
                            <li><a href=""http://tomcat.apache.org/lists.html#tomcat-users"">tomcat-users</a><br />
                                User support and discussion
                            </li>
                            <li><a href=""http://tomcat.apache.org/lists.html#taglibs-user"">taglibs-user</a><br />
                                User support and discussion for <a href=""http://tomcat.apache.org/taglibs/"">Apache Taglibs</a>
                            </li>
                            <li><a href=""http://tomcat.apache.org/lists.html#tomcat-dev"">tomcat-dev</a><br />
                                Development mailing list, including commit messages
                            </li>
                        </ul>
                    </div>
                </div>
                <br class=""separator"" />
            </div>
            <div id=""footer"" class=""curved container"">
                <div class=""col20"">
                    <div class=""container"">
                        <h4>Other Downloads</h4>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/download-connectors.cgi"">Tomcat Connectors</a></li>
                            <li><a href=""http://tomcat.apache.org/download-native.cgi"">Tomcat Native</a></li>
                            <li><a href=""http://tomcat.apache.org/taglibs/"">Taglibs</a></li>
                            <li><a href=""/docs/deployer-howto.html"">Deployer</a></li>
                        </ul>
                    </div>
                </div>
                <div class=""col20"">
                    <div class=""container"">
                        <h4>Other Documentation</h4>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/connectors-doc/"">Tomcat Connectors</a></li>
                            <li><a href=""http://tomcat.apache.org/connectors-doc/"">mod_jk Documentation</a></li>
                            <li><a href=""http://tomcat.apache.org/native-doc/"">Tomcat Native</a></li>
                            <li><a href=""/docs/deployer-howto.html"">Deployer</a></li>
                        </ul>
                    </div>
                </div>
                <div class=""col20"">
                    <div class=""container"">
                        <h4>Get Involved</h4>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/getinvolved.html"">Overview</a></li>
                            <li><a href=""http://tomcat.apache.org/svn.html"">SVN Repositories</a></li>
                            <li><a href=""http://tomcat.apache.org/lists.html"">Mailing Lists</a></li>
                            <li><a href=""http://wiki.apache.org/tomcat/FrontPage"">Wiki</a></li>
                        </ul>
                    </div>
                </div>
                <div class=""col20"">
                    <div class=""container"">
                        <h4>Miscellaneous</h4>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/contact.html"">Contact</a></li>
                            <li><a href=""http://tomcat.apache.org/legal.html"">Legal</a></li>
                            <li><a href=""http://www.apache.org/foundation/sponsorship.html"">Sponsorship</a></li>
                            <li><a href=""http://www.apache.org/foundation/thanks.html"">Thanks</a></li>
                        </ul>
                    </div>
                </div>
                <div class=""col20"">
                    <div class=""container"">
                        <h4>Apache Software Foundation</h4>
                        <ul>
                            <li><a href=""http://tomcat.apache.org/whoweare.html"">Who We Are</a></li>
                            <li><a href=""http://tomcat.apache.org/heritage.html"">Heritage</a></li>
                            <li><a href=""http://www.apache.org"">Apache Home</a></li>
                            <li><a href=""http://tomcat.apache.org/resources.html"">Resources</a></li>
                        </ul>
                    </div>
                </div>
                <br class=""separator"" />
            </div>
            <p class=""copyright"">Copyright &copy;1999-2025 Apache Software Foundation.  All Rights Reserved</p>
        </div>
    </body>

</html>
"
"24260","","","None","192.168.11.131","tcp","8585","HyperText Transfer Protocol (HTTP) Information","Some information about the remote HTTP configuration can be extracted.","This test gives some information about the remote HTTP protocol - the
version used, whether HTTP Keep-Alive is enabled, etc... 

This test is informational only and does not denote any security
problem.","n/a","","
Response Code : HTTP/1.1 200 OK

Protocol version : HTTP/1.1
HTTP/2 TLS Support: No
HTTP/2 Cleartext Support: No
SSL : no
Keep-Alive : yes
Options allowed : (Not implemented)
Headers :

  Date: Mon, 03 Feb 2025 16:18:40 GMT
  Server: Apache/2.2.21 (Win64) PHP/5.3.10 DAV/2
  X-Powered-By: PHP/5.3.10
  Content-Length: 4462
  Keep-Alive: timeout=5, max=100
  Connection: Keep-Alive
  Content-Type: text/html
  
Response Body :

<?xml version=""1.0"" encoding=""iso-8859-1""?>
<!DOCTYPE html PUBLIC ""-//W3C//DTD XHTML 1.1//EN""
	""http://www.w3.org/TR/xhtml11/DTD/xhtml11.dtd"">

<html lang=""en"" xml:lang=""en"">
<head>
	<title>WAMPSERVER Homepage</title>
	<meta http-equiv=""Content-Type"" content=""txt/html; charset=utf-8"" />

	<style type=""text/css"">
* {
	margin: 0;
	padding: 0;
}

html {
	background: #ddd;
}
body {
	margin: 1em 10%;
	padding: 1em 3em;
	font: 80%/1.4 tahoma, arial, helvetica, lucida sans, sans-serif;
	border: 1px solid #999;
	background: #eee;
	position: relative;
}
#head {
	margin-bottom: 1.8em;
	margin-top: 1.8em;
	padding-bottom: 0em;
	border-bottom: 1px solid #999;
	letter-spacing: -500em;
	text-indent: -500em;
	height: 125px;
	background: url(index.php?img=gifLogo) 0 0 no-repeat;
}
.utility {
	position: absolute;
	right: 4em;
	top: 145px;
	font-size: 0.85em;
}
.utility li {
	display: inline;
}

h2 {
	margin: 0.8em 0 0 0;
}

ul {
	list-style: none;
	margin: 0;
	padding: 0;
}
#head ul li, dl ul li, #foot li {
	list-style: none;
	display: inline;
	margin: 0;
	padding: 0 0.2em;
}
ul.vhosts, ul.aliases, ul.projects, ul.tools {
	list-style: none;
	line-height: 24px;
}
ul.vhosts a, ul.aliases a, ul.projects a, ul.tools a {
	padding-left: 22px;
	background: url(index.php?img=pngFolder) 0 100% no-repeat;
}
ul.tools a {
	background: url(index.php?img=pngWrench) 0 100% no-repeat;
}
ul.aliases a {
	background: url(index.php?img=pngFolderGo) 0 100% no-repeat;
}
ul.vhosts a {
	background: url(index.php?img=pngFolderGo) 0 100% no-repeat;
}
dl {
	margin: 0;
	padding: 0;
}
dt {
	font-weight: bold;
	text-align: right;
	width: 11em;
	clear: both;
}
dd {
	margin: -1.35em 0 0 12em;
	padding-bottom: 0.4em;
	overflow: auto;
}
dd ul li {
	float: left;
	display: block;
	width: 16.5%;
	margin: 0;
	padding: 0 0 0 20px;
	background: url(index.php?img=pngPlugin) 2px 50% no-repeat;
	line-height: 1.6;
}
a {
	color: #024378;
	font-weight: bold;
	text-decoration: none;
}
a:hover {
	color: #04569A;
	text-decoration: underline;
}
#foot {
	text-align: center;
	margin-top: 1.8em;
	border-top: 1px solid #999;
	padding-top: 1em;
	font-size: 0.85em;
}
</style>
    
	<link rel=""shortcut icon"" href=""index.php?img=favicon"" type=""image/ico"" />
</head>

<body>
	<div id=""head"">
		<h1><abbr title=""Windows"">W</abbr><abbr title=""Apache"">A</abbr><abbr title=""MySQL"">M</abbr><abbr title=""PHP"">P</abbr></h1>
		<ul>
			<li>PHP 5</li>
			<li>Apache 2</li>
			<li>MySQL 5</li>
		</ul>
	</div>

	<ul class=""utility"">
		<li>Version 2.2</li>
		<li><a href=""?lang=fr"">Version Fran&ccedil;aise</a></li>
	</ul>

	<h2> Server Configuration </h2>

	<dl class=""content"">
		<dt>Apache Version :</dt>
		<dd>2.2.21 &nbsp;</dd>
		<dt>PHP Version :</dt>
		<dd>5.3.10 &nbsp;</dd>
		<dt>Loaded Extensions : </dt> 
		<dd>
			<ul>
			<li>Core</li><li>bcmath</li><li>calendar</li><li>com_dotnet</li><li>ctype</li><li>date</li><li>ereg</li><li>filter</li><li>ftp</li><li>hash</li><li>iconv</li><li>json</li><li>mcrypt</li><li>SPL</li><li>odbc</li><li>pcre</li><li>Reflection</li><li>session</li><li>standard</li><li>mysqlnd</li><li>tokenizer</li><li>zip</li><li>zlib</li><li>libxml</li><li>dom</li><li>PDO</li><li>Phar</li><li>SimpleXML</li><li>wddx</li><li>xml</li><li>xmlreader</li><li>xmlwriter</li><li>apache2handler</li><li>mbstring</li><li>gd</li><li>mysql</li><li>mysqli</li><li>pdo_mysql</li><li>pdo_sqlite</li><li>mhash</li><li>xdebug</li>
			</ul>
		</dd>
		<dt>MySQL Version :</dt>
		<dd>5.5.20 &nbsp;</dd>
	</dl>
	<h2>Tools</h2>
	<ul class=""tools"">
		<li><a href=""?phpinfo=1"">phpinfo()</a></li>
		<li><a href=""phpmyadmin/"">phpmyadmin</a></li>
	</ul>
	<h2>Your Projects</h2>
	<ul class=""projects"">
	<li><a href=""uploads"">uploads</a></li><li><a href=""wordpress"">wordpress</a></li>
	</ul>
	<h2>Your Virtual Hosts</h2>
	<ul class=""vhosts"">
				
	</ul>
	<h2>Your Aliases</h2>
	<ul class=""aliases"">
	<li><a href=""httpd-dav/"">httpd-dav</a></li><li><a href=""phpmyadmin/"">phpmyadmin</a></li><li><a href=""sqlbuddy/"">sqlbuddy</a></li><li><a href=""webgrind/"">webgrind</a></li>			
	</ul>
	<ul id=""foot"">
		<li><a href=""http://www.wampserver.com"">WampServer</a></li> - 
        <li><a href=""http://www.wampserver.com/en/donations.php"">Donate</a></li> -
		<li><a href=""http://www.alterway.fr"">Alter Way</a></li>
	</ul>
</body>
</html>"
"25220","","","None","192.168.11.131","tcp","0","TCP/IP Timestamps Supported","The remote service implements TCP timestamps.","The remote host implements TCP timestamps, as defined by RFC1323.  A
side effect of this feature is that the uptime of the remote host can
sometimes be computed.","n/a","http://www.ietf.org/rfc/rfc1323.txt",""
"34022","","","None","192.168.11.131","udp","161","SNMP Query Routing Information Disclosure","The list of IP routes on the remote host can be obtained via SNMP.","It is possible to obtain the routing information on the remote host
by sending SNMP requests with the OID 1.3.6.1.2.1.4.21

An attacker may use this information to gain more knowledge about the
network topology.","Disable the SNMP service on the remote host if you do not use it, or
filter incoming UDP packets going to this port.","","
127.0.0.0/255.0.0.0
127.0.0.1/255.255.255.255
127.255.255.255/255.255.255.255
192.168.11.0/255.255.255.0
192.168.11.131/255.255.255.255
192.168.11.255/255.255.255.255
192.168.220.0/255.255.255.0
192.168.220.134/255.255.255.255
192.168.220.255/255.255.255.255
224.0.0.0/240.0.0.0
255.255.255.255/255.255.255.255
"
"35291","CVE-2004-2761","5.0","High","192.168.11.131","tcp","8383","SSL Certificate Signed Using Weak Hashing Algorithm","An SSL certificate in the certificate chain has been signed using a
weak hash algorithm.","The remote service uses an SSL certificate chain that has been signed
using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5,
or SHA1). These signature algorithms are known to be vulnerable to
collision attacks. An attacker can exploit this to generate another
certificate with the same digital signature, allowing an attacker to
masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with
SHA-1 that expire after January 1, 2017 as vulnerable. This is in
accordance with Google's gradual sunsetting of the SHA-1 cryptographic
hash algorithm.

Note that certificates in the chain that are contained in the Nessus
CA database (known_CA.inc) have been ignored.","Contact the Certificate Authority to have the SSL certificate reissued.","https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba","
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

Subject             : C=US/ST=CA/L=Pleasanton/O=Zoho Corporation/OU=ManageEngine/CN=Desktop Central/E=support@desktopcentral.com
Signature Algorithm : SHA-1 With RSA Encryption
Valid From          : Sep 08 12:24:44 2010 GMT
Valid To            : Sep 05 12:24:44 2020 GMT
Raw PEM certificate : 
-----BEGIN CERTIFICATE-----
MIID3TCCA0agAwIBAgIJAPWc73Hm23KlMA0GCSqGSIb3DQEBBQUAMIGmMQswCQYDVQQGEwJVUzELMAkGA1UECBMCQ0ExEzARBgNVBAcTClBsZWFzYW50b24xGTAXBgNVBAoTEFpvaG8gQ29ycG9yYXRpb24xFTATBgNVBAsTDE1hbmFnZUVuZ2luZTEYMBYGA1UEAxMPRGVza3RvcCBDZW50cmFsMSkwJwYJKoZIhvcNAQkBFhpzdXBwb3J0QGRlc2t0b3BjZW50cmFsLmNvbTAeFw0xMDA5MDgxMjI0NDRaFw0yMDA5MDUxMjI0NDRaMIGmMQswCQYDVQQGEwJVUzELMAkGA1UECBMCQ0ExEzARBgNVBAcTClBsZWFzYW50b24xGTAXBgNVBAoTEFpvaG8gQ29ycG9yYXRpb24xFTATBgNVBAsTDE1hbmFnZUVuZ2luZTEYMBYGA1UEAxMPRGVza3RvcCBDZW50cmFsMSkwJwYJKoZIhvcNAQkBFhpzdXBwb3J0QGRlc2t0b3BjZW50cmFsLmNvbTCBnzANBgkqhkiG9w0BAQEFAAOBjQAwgYkCgYEA+WAUuldwD3YKmlgJIoyFB0SuCkOngoUmkVmsPS/+LvKN09bPCa1BR0IXCKOSz2kOAayLsx0vMs2X9Jt74gk3WQIg59WYwtpKKried63w86mMWRayHe2uEGFArzNIKseZ0PpcNSqGPwgwKGTfrDuyCeFpDIOV24E1pUiwXgYNIDMCAwEAAaOCAQ8wggELMB0GA1UdDgQWBBT+f8zyBAnYqkN5OrIXXY5S4Eu/HjCB2wYDVR0jBIHTMIHQgBT+f8zyBAnYqkN5OrIXXY5S4Eu/HqGBrKSBqTCBpjELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRMwEQYDVQQHEwpQbGVhc2FudG9uMRkwFwYDVQQKExBab2hvIENvcnBvcmF0aW9uMRUwEwYDVQQLEwxNYW5hZ2VFbmdpbmUxGDAWBgNVBAMTD0Rlc2t0b3AgQ2VudHJhbDEpMCcGCSqGSIb3DQEJARYac3VwcG9ydEBkZXNrdG9wY2VudHJhbC5jb22CCQD1nO9x5ttypTAMBgNVHRMEBTADAQH/MA0GCSqGSIb3DQEBBQUAA4GBAEXoUjGeAGFqUEmrwcwKyJ3um3Yw+ViJWnuCtsiSipqlcj1Ip+/P5SN7RRR2MUUijiIZjnEguG7qr95qTuahPl8w+0nyfZVXm2yxkAwDSjuRP3pxAPUhkcXiA11jTnpeK3TCgX/Na+eBNQCGT2LosP5A8aFT5yXOF7T/hxnZybr1
-----END CERTIFICATE-----
"
"35291","CVE-2005-4900","5.0","High","192.168.11.131","tcp","8383","SSL Certificate Signed Using Weak Hashing Algorithm","An SSL certificate in the certificate chain has been signed using a
weak hash algorithm.","The remote service uses an SSL certificate chain that has been signed
using a cryptographically weak hashing algorithm (e.g. MD2, MD4, MD5,
or SHA1). These signature algorithms are known to be vulnerable to
collision attacks. An attacker can exploit this to generate another
certificate with the same digital signature, allowing an attacker to
masquerade as the affected service.

Note that this plugin reports all SSL certificate chains signed with
SHA-1 that expire after January 1, 2017 as vulnerable. This is in
accordance with Google's gradual sunsetting of the SHA-1 cryptographic
hash algorithm.

Note that certificates in the chain that are contained in the Nessus
CA database (known_CA.inc) have been ignored.","Contact the Certificate Authority to have the SSL certificate reissued.","https://tools.ietf.org/html/rfc3279
http://www.nessus.org/u?9bb87bf2
http://www.nessus.org/u?e120eea1
http://www.nessus.org/u?5d894816
http://www.nessus.org/u?51db68aa
http://www.nessus.org/u?9dc7bfba","
The following certificates were part of the certificate chain sent by
the remote host, but contain hashes that are considered to be weak.

Subject             : C=US/ST=CA/L=Pleasanton/O=Zoho Corporation/OU=ManageEngine/CN=Desktop Central/E=support@desktopcentral.com
Signature Algorithm : SHA-1 With RSA Encryption
Valid From          : Sep 08 12:24:44 2010 GMT
Valid To            : Sep 05 12:24:44 2020 GMT
Raw PEM certificate : 
-----BEGIN CERTIFICATE-----
MIID3TCCA0agAwIBAgIJAPWc73Hm23KlMA0GCSqGSIb3DQEBBQUAMIGmMQswCQYDVQQGEwJVUzELMAkGA1UECBMCQ0ExEzARBgNVBAcTClBsZWFzYW50b24xGTAXBgNVBAoTEFpvaG8gQ29ycG9yYXRpb24xFTATBgNVBAsTDE1hbmFnZUVuZ2luZTEYMBYGA1UEAxMPRGVza3RvcCBDZW50cmFsMSkwJwYJKoZIhvcNAQkBFhpzdXBwb3J0QGRlc2t0b3BjZW50cmFsLmNvbTAeFw0xMDA5MDgxMjI0NDRaFw0yMDA5MDUxMjI0NDRaMIGmMQswCQYDVQQGEwJVUzELMAkGA1UECBMCQ0ExEzARBgNVBAcTClBsZWFzYW50b24xGTAXBgNVBAoTEFpvaG8gQ29ycG9yYXRpb24xFTATBgNVBAsTDE1hbmFnZUVuZ2luZTEYMBYGA1UEAxMPRGVza3RvcCBDZW50cmFsMSkwJwYJKoZIhvcNAQkBFhpzdXBwb3J0QGRlc2t0b3BjZW50cmFsLmNvbTCBnzANBgkqhkiG9w0BAQEFAAOBjQAwgYkCgYEA+WAUuldwD3YKmlgJIoyFB0SuCkOngoUmkVmsPS/+LvKN09bPCa1BR0IXCKOSz2kOAayLsx0vMs2X9Jt74gk3WQIg59WYwtpKKried63w86mMWRayHe2uEGFArzNIKseZ0PpcNSqGPwgwKGTfrDuyCeFpDIOV24E1pUiwXgYNIDMCAwEAAaOCAQ8wggELMB0GA1UdDgQWBBT+f8zyBAnYqkN5OrIXXY5S4Eu/HjCB2wYDVR0jBIHTMIHQgBT+f8zyBAnYqkN5OrIXXY5S4Eu/HqGBrKSBqTCBpjELMAkGA1UEBhMCVVMxCzAJBgNVBAgTAkNBMRMwEQYDVQQHEwpQbGVhc2FudG9uMRkwFwYDVQQKExBab2hvIENvcnBvcmF0aW9uMRUwEwYDVQQLEwxNYW5hZ2VFbmdpbmUxGDAWBgNVBAMTD0Rlc2t0b3AgQ2VudHJhbDEpMCcGCSqGSIb3DQEJARYac3VwcG9ydEBkZXNrdG9wY2VudHJhbC5jb22CCQD1nO9x5ttypTAMBgNVHRMEBTADAQH/MA0GCSqGSIb3DQEBBQUAA4GBAEXoUjGeAGFqUEmrwcwKyJ3um3Yw+ViJWnuCtsiSipqlcj1Ip+/P5SN7RRR2MUUijiIZjnEguG7qr95qTuahPl8w+0nyfZVXm2yxkAwDSjuRP3pxAPUhkcXiA11jTnpeK3TCgX/Na+eBNQCGT2LosP5A8aFT5yXOF7T/hxnZybr1
-----END CERTIFICATE-----
"
"35296","","","None","192.168.11.131","udp","161","SNMP Protocol Version Detection","This plugin reports the protocol version negotiated with the remote
SNMP agent.","By sending an SNMP 'get-next-request', it is possible to determine the
protocol version of the remote SNMP agent.","Disable the SNMP service on the remote host if you do not use it, or
filter incoming UDP packets going to this port.","https://en.wikipedia.org/wiki/Simple_Network_Management_Protocol","
Nessus has negotiated SNMP communications at SNMPv2c.
"
"35716","","","None","192.168.11.131","tcp","0","Ethernet Card Manufacturer Detection","The manufacturer can be identified from the Ethernet OUI.","Each ethernet MAC address starts with a 24-bit Organizationally 
Unique Identifier (OUI). These OUIs are registered by IEEE.","n/a","https://standards.ieee.org/faqs/regauth.html
http://www.nessus.org/u?794673b4","
The following card manufacturers were identified :

00:0C:29:22:C4:F0 : VMware, Inc.
00:0C:29:E6:4C:D1 : VMware, Inc.
00:0C:29:22:C4:E6 : VMware, Inc.
"
"39446","","","None","192.168.11.131","tcp","8282","Apache Tomcat Detection","The remote web server is an Apache Tomcat server.","Nessus was able to detect a remote Apache Tomcat
web server.","n/a","https://tomcat.apache.org/","
  URL        : http://192.168.11.131:8282/
  Version    : 8.0.33
  backported : 0
  source     : Apache Tomcat/8.0.33
"
"39520","","","None","192.168.11.131","tcp","22","Backported Security Patch Detection (SSH)","Security patches are backported.","Security patches may have been 'backported' to the remote SSH server
without changing its version number. 

Banner-based checks have been disabled to avoid false positives. 

Note that this test is informational only and does not denote any
security problem.","n/a","https://access.redhat.com/security/updates/backporting/?sc_cid=3093","
Give Nessus credentials to perform local checks.
"
"40448","","","None","192.168.11.131","udp","161","SNMP Supported Protocols Detection","This plugin reports all the protocol versions successfully negotiated
with the remote SNMP agent.","Extend the SNMP settings data already gathered by testing for\
SNMP versions other than the highest negotiated.","n/a","","This host supports SNMP version SNMPv1.
This host supports SNMP version SNMPv2c.
"
"41028","CVE-1999-0517","7.5","High","192.168.11.131","udp","161","SNMP Agent Default Community Name (public)","The community name of the remote SNMP server can be guessed.","It is possible to obtain the default community name of the remote
SNMP server.

An attacker may use this information to gain more knowledge about the
remote host, or to change the configuration of the remote system (if
the default community allows such modifications).","Disable the SNMP service on the remote host if you do not use it.
Either filter incoming UDP packets going to this port, or change the 
default community string.","","
The remote SNMP server replies to the following default community
string :

public"
"42873","CVE-2016-2183","5.0","High","192.168.11.131","tcp","8383","SSL Medium Strength Cipher Suites Supported (SWEET32)","The remote service supports the use of medium strength SSL ciphers.","The remote host supports the use of SSL ciphers that offer medium
strength encryption. Nessus regards medium strength as any encryption
that uses key lengths at least 64 bits and less than 112 bits, or 
else that uses the 3DES encryption suite.

Note that it is considerably easier to circumvent medium strength
encryption if the attacker is on the same physical network.","Reconfigure the affected application if possible to avoid use of
medium strength ciphers.","https://www.openssl.org/blog/blog/2016/08/24/sweet32/
https://sweet32.info","
  Medium Strength Ciphers (> 64-bit and < 112-bit key, or 3DES)

    Name                          Code             KEX           Auth     Encryption             MAC
    ----------------------        ----------       ---           ----     ---------------------  ---
    EDH-RSA-DES-CBC3-SHA          0x00, 0x16       DH            RSA      3DES-CBC(168)          SHA1
    ECDHE-RSA-DES-CBC3-SHA        0xC0, 0x12       ECDH          RSA      3DES-CBC(168)          SHA1
    DES-CBC3-SHA                  0x00, 0x0A       RSA           RSA      3DES-CBC(168)          SHA1

The fields above are :

  {Tenable ciphername}
  {Cipher ID code}
  Kex={key exchange}
  Auth={authentication}
  Encrypt={symmetric encryption method}
  MAC={message authentication code}
  {export flag}
"
"45590","","","None","192.168.11.131","tcp","0","Common Platform Enumeration (CPE)","It was possible to enumerate CPE names that matched on the remote
system.","By using information obtained from a Nessus scan, this plugin reports
CPE (Common Platform Enumeration) matches for various hardware and
software products found on a host. 

Note that if an official CPE is not available for the product, this
plugin computes the best possible CPE based on the information
available from the scan.","n/a","http://cpe.mitre.org/
https://nvd.nist.gov/products/cpe","
The remote operating system matched the following CPE's : 

  cpe:/o:microsoft:windows_7 -> Microsoft Windows 7
  cpe:/o:microsoft:windows_server_2008:r2 -> Microsoft Windows Server 2008

Following application CPE's matched on the remote system : 

  cpe:/a:apache:http_server:2.2.21 -> Apache Software Foundation Apache HTTP Server
  cpe:/a:apache:tomcat:8.0.33 -> Apache Software Foundation Tomcat
  cpe:/a:openbsd:openssh:7.1 -> OpenBSD OpenSSH
  cpe:/a:php:php:5.3.10 -> PHP PHP
"
